StartTime: 2017-06-22 22:50:08.967
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	q0	q1	q2	q3 
39.509	2015-01-01 00:03:16.200	-0.0005	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2914	41.0300	0	-184	4	2042	2175	2039	2182	1	38961.31	0.00613	-0.00027	-0.05219	0.99860 
39.509	2015-01-01 00:03:16.300	0.0015	-0.1025	0.9824	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2969	41.0400	5	-184	4	2041	2181	2037	2195	1	38961.31	0.00607	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:16.400	0.0010	-0.1021	0.9824	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3188	41.0300	0	-183	2	2042	2178	2040	2185	100002	110.70	0.00589	-0.00027	-0.05219	0.99860 
39.509	2015-01-01 00:03:16.500	-0.0005	-0.1011	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3518	41.0500	0	-186	3	2044	2175	2043	2182	1	38961.31	0.00562	-0.00027	-0.05219	0.99860 
39.509	2015-01-01 00:03:16.600	0.0010	-0.1035	0.9810	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3408	41.0200	3	-185	2	2180	2020	2220	2039	1	38961.31	0.00571	-0.00024	-0.05219	0.99860 
39.509	2015-01-01 00:03:16.700	-0.0005	-0.1030	0.9814	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2804	41.0200	5	-183	4	2045	2170	2036	2187	1	38961.31	0.00623	-0.00027	-0.05219	0.99860 
39.509	2015-01-01 00:03:16.800	0.0000	-0.1021	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2804	41.0200	1	-185	5	2173	2017	2221	2060	1	38961.31	0.00623	-0.00027	-0.05219	0.99860 
39.509	2015-01-01 00:03:16.900	-0.0005	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2694	41.0200	5	-185	2	2143	2068	2124	2149	1	38961.31	0.00632	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.000	0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2365	41.0300	3	-186	3	2136	2088	2106	2143	100002	110.70	0.00659	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.100	-0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2529	41.0300	0	-187	3	2150	2016	2221	2043	1	38961.31	0.00647	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.200	0.0000	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2474	41.0300	4	-184	2	2098	2082	2161	2065	1	38961.31	0.00653	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.300	0.0000	-0.1035	0.9829	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2145	41.0300	2	-185	5	2155	2016	2221	2043	1	38961.31	0.00677	-0.00034	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.400	0.0015	-0.1030	0.9810	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2090	41.0500	2	-185	4	2046	2164	2033	2197	100002	110.70	0.00687	-0.00034	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.500	0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2474	41.0100	0	-184	3	2173	2017	2221	2043	1	38961.31	0.00650	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.600	0.0000	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2804	41.0400	2	-186	1	2046	2163	2035	2187	100002	110.70	0.00623	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.700	-0.0005	-0.1021	0.9795	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2694	41.0200	4	-183	1	2044	2166	2035	2187	100002	110.70	0.00632	-0.00034	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.800	0.0010	-0.1035	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2749	41.0200	2	-185	2	2044	2171	2025	2210	100002	110.70	0.00629	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:17.900	0.0010	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2859	41.0100	1	-189	3	2046	2165	2039	2197	100002	110.70	0.00616	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:18.000	-0.0015	-0.1021	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2969	41.0100	2	-187	3	2176	2018	2221	2043	1	38961.31	0.00610	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:18.100	0.0005	-0.1025	0.9829	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2914	41.0100	4	-183	4	2046	2166	2034	2201	1	38961.31	0.00613	-0.00031	-0.05219	0.99860 
39.509	2015-01-01 00:03:18.200	0.0010	-0.1035	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2584	41.0100	3	-187	4	2046	2160	2039	2188	100002	110.70	0.00641	-0.00031	-0.05219	0.99860 
39.510	2015-01-01 00:03:18.300	0.0000	-0.1025	0.9805	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2419	41.0100	5	-183	3	2047	2166	2040	2192	100002	110.70	0.00656	-0.00031	-0.05219	0.99860 
39.510	2015-01-01 00:03:18.400	-0.0005	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2310	41.0100	2	-184	1	2044	2167	2029	2205	100002	110.70	0.00668	-0.00034	-0.05219	0.99860 
39.510	2015-01-01 00:03:18.500	0.0010	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2474	41.0000	1	-183	1	2046	2164	2034	2205	1	38961.31	0.00650	-0.00031	-0.05219	0.99860 
39.510	2015-01-01 00:03:18.600	0.0010	-0.1045	0.9839	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2804	41.0000	1	-184	0	2044	2166	2028	2200	100002	110.70	0.00626	-0.00031	-0.05219	0.99860 
39.510	2015-01-01 00:03:18.700	-0.0005	-0.1040	0.9814	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3024	41.0000	1	-186	2	2043	2167	2029	2205	1	38961.31	0.00604	-0.00027	-0.05219	0.99860 
39.510	2015-01-01 00:03:18.800	0.0010	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2914	41.0000	3	-186	0	2045	2169	2029	2209	1	38961.31	0.00613	-0.00027	-0.05219	0.99860 
39.510	2015-01-01 00:03:18.900	0.0015	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2969	40.9900	0	-183	0	2045	2163	2035	2196	1	38961.31	0.00607	-0.00027	-0.05219	0.99860 
39.510	2015-01-01 00:03:19.000	0.0005	-0.1040	0.9834	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.3024	41.0100	2	-184	2	2043	2164	2025	2209	1	38961.31	0.00604	-0.00024	-0.05222	0.99860 
39.510	2015-01-01 00:03:19.100	0.0000	-0.1030	0.9844	0.0000	0.0000	0.0000	-5.9875	0.0000	179.2914	41.0300	3	-185	3	2042	2169	2026	2209	1	38961.31	0.00613	-0.00024	-0.05222	0.99860 
39.510	2015-01-01 00:03:19.200	0.0005	-0.1021	0.9800	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2859	41.0100	4	-184	2	2045	2161	2037	2186	100002	110.70	0.00620	-0.00027	-0.05219	0.99860 
39.510	2015-01-01 00:03:19.300	-0.0010	-0.1021	0.9810	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2804	41.0200	4	-183	4	2046	2160	2030	2191	1	38961.31	0.00626	-0.00031	-0.05222	0.99860 
39.510	2015-01-01 00:03:19.400	0.0000	-0.1035	0.9819	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2529	41.0100	2	-187	4	2169	2016	2220	2042	1	38961.31	0.00647	-0.00031	-0.05219	0.99860 
39.510	2015-01-01 00:03:19.500	-0.0005	-0.1025	0.9829	0.0000	0.0000	0.0000	-5.9821	0.0000	179.2749	41.0100	3	-184	2	2046	2160	2031	2200	100002	110.70	0.00629	-0.00031	-0.05219	0.99860 
39.510	2015-01-01 00:03:19.600	0.0000	-0.1021	0.9829	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3024	41.0200	1	-184	1	2079	2144	2036	2198	1	38961.31	0.00604	-0.00027	-0.05219	0.99860 
39.510	2015-01-01 00:03:19.700	0.0000	-0.1021	0.9785	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3353	41.0300	0	-183	1	2173	2018	2220	2042	1	38961.31	0.00574	-0.00024	-0.05215	0.99860 
39.510	2015-01-01 00:03:19.800	0.0000	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3518	41.0300	0	-180	0	2046	2157	2040	2175	1	38961.31	0.00562	-0.00024	-0.05215	0.99860 
39.510	2015-01-01 00:03:19.900	0.0000	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3573	41.0300	0	-188	2	2155	2015	2220	2042	1	38961.31	0.00555	-0.00024	-0.05215	0.99860 
39.510	2015-01-01 00:03:20.000	-0.0005	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3903	41.0400	3	-188	4	2043	2173	2028	2209	100002	110.70	0.00531	-0.00021	-0.05215	0.99860 
39.510	2015-01-01 00:03:20.100	0.0000	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3518	41.0100	4	-187	2	2175	2017	2220	2043	1	38961.31	0.00562	-0.00024	-0.05215	0.99860 
39.510	2015-01-01 00:03:20.200	0.0010	-0.1016	0.9810	0.0000	0.0000	0.0000	-5.9766	0.0000	179.3573	41.0200	1	-185	0	2044	2167	2034	2200	100002	110.70	0.00558	-0.00024	-0.05215	0.99860 
39.510	2015-01-01 00:03:20.300	-0.0005	-0.1016	0.9829	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3573	41.0200	2	-187	3	2043	2173	2027	2205	1	38961.31	0.00555	-0.00024	-0.05215	0.99860 
39.510	2015-01-01 00:03:20.400	0.0010	-0.1021	0.9834	0.0000	0.0000	0.0000	-5.9821	0.0000	179.3573	41.0100	0	-184	3	2046	2162	2036	2196	1	38961.31	0.00555	-0.00024	-0.05215	0.99860 
39.510	2015-01-01 00:03:20.500	0.0020	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3738	41.0200	2	-183	5	2044	2169	2030	2207	1	38961.31	0.00540	-0.00021	-0.05215	0.99860 
39.510	2015-01-01 00:03:20.600	0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3408	41.0300	3	-183	1	2044	2167	2032	2200	100002	110.70	0.00571	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:20.700	0.0010	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.3408	41.0200	4	-187	5	2042	2172	2025	2209	1	38961.31	0.00574	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:20.800	0.0000	-0.1035	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3573	41.0200	2	-184	3	2042	2172	2027	2214	100002	110.70	0.00555	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:20.900	-0.0005	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3793	41.0100	0	-186	4	2044	2170	2036	2195	1	38961.31	0.00540	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.000	-0.0005	-0.1030	0.9824	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.4012	41.0100	2	-185	4	2042	2171	2038	2190	1	38961.31	0.00519	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.100	0.0000	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3848	41.0200	4	-186	5	2044	2167	2038	2195	1	38961.31	0.00531	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.200	0.0010	-0.1035	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.4012	41.0100	0	-183	3	2044	2175	2032	2197	1	38961.31	0.00519	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.300	0.0015	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.3958	41.0100	2	-183	2	2042	2173	2035	2196	1	38961.31	0.00522	-0.00018	-0.05219	0.99860 
39.511	2015-01-01 00:03:21.400	0.0015	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.4067	41.0100	1	-188	5	2044	2174	2036	2190	1	38961.31	0.00513	-0.00015	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.500	-0.0010	-0.1011	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.4122	41.0100	1	-186	1	2045	2173	2031	2202	1	38961.31	0.00510	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.600	-0.0005	-0.1021	0.9814	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3958	41.0200	3	-183	0	2043	2171	2037	2196	100002	110.70	0.00525	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.700	0.0005	-0.1025	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3518	41.0100	4	-182	2	2043	2173	2038	2189	100002	110.70	0.00562	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.800	0.0015	-0.1025	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3298	41.0100	3	-187	0	2042	2174	2034	2195	100002	110.70	0.00580	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:21.900	0.0010	-0.1025	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3408	41.0300	2	-183	2	2179	2019	2220	2041	1	38961.31	0.00571	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.000	-0.0005	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3518	41.0400	0	-184	1	2042	2176	2039	2195	100002	110.70	0.00562	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.100	0.0000	-0.1035	0.9854	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3848	41.0100	0	-186	4	2187	2022	2219	2040	1	38961.31	0.00534	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.200	-0.0010	-0.1021	0.9800	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3738	41.0100	4	-184	2	2042	2184	2036	2195	100002	110.70	0.00543	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.300	0.0005	-0.1021	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3573	40.9900	3	-180	1	2040	2185	2035	2192	1	38961.31	0.00555	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.400	0.0005	-0.1045	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3628	41.0100	1	-183	0	2041	2180	2033	2199	1	38961.31	0.00549	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.500	-0.0005	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.3793	41.0400	0	-184	1	2045	2169	2035	2199	1	38961.31	0.00537	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.600	-0.0005	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3793	41.0300	2	-183	0	2172	2015	2222	2042	100002	110.70	0.00537	-0.00021	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.700	0.0015	-0.1021	0.9814	0.0000	0.0000	0.0000	-5.9821	-0.0055	179.3903	41.0300	1	-186	2	2047	2168	2048	2177	1	38961.31	0.00528	-0.00018	-0.05219	0.99860 
39.511	2015-01-01 00:03:22.800	0.0015	-0.1021	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3793	41.0300	1	-184	-1	2048	2164	2040	2194	100002	110.70	0.00540	-0.00018	-0.05215	0.99860 
39.511	2015-01-01 00:03:22.900	0.0005	-0.1016	0.9814	0.0000	0.0000	0.0000	-5.9766	-0.0055	179.3903	41.0400	4	-185	1	2070	2127	2100	2113	1	38961.31	0.00531	-0.00018	-0.05215	0.99860 
39.512	2015-01-01 00:03:23.000	0.0000	-0.1025	0.9814	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3793	41.0400	2	-182	3	2045	2163	2042	2176	1	38961.31	0.00534	-0.00015	-0.05215	0.99860 
39.512	2015-01-01 00:03:23.100	0.0010	-0.1011	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3848	41.0300	2	-183	1	2047	2161	2047	2169	100002	110.70	0.00531	-0.00012	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.200	0.0020	-0.1021	0.9805	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3903	41.0400	3	-184	-2	2046	2165	2045	2176	100002	110.70	0.00528	-0.00012	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.300	0.0000	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.3958	41.0400	0	-185	0	2070	2128	2107	2106	100002	110.70	0.00522	-0.00009	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.400	0.0000	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.3628	41.0400	5	-183	0	2046	2164	2037	2189	1	38961.31	0.00555	-0.00012	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.500	0.0000	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.3024	41.0600	4	-182	0	2114	2095	2124	2118	100002	110.70	0.00607	-0.00015	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.600	0.0005	-0.1021	0.9834	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.2859	41.0400	1	-182	0	2047	2168	2041	2182	1	38961.31	0.00620	-0.00015	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.700	0.0010	-0.1016	0.9829	0.0000	0.0000	0.0000	-5.9711	-0.0110	179.2969	41.0500	3	-182	1	2050	2162	2048	2172	1	38961.31	0.00607	-0.00015	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.800	0.0015	-0.1035	0.9844	0.0000	0.0000	0.0000	-5.9711	-0.0165	179.3188	41.0400	0	-184	0	2046	2166	2040	2189	1	38961.31	0.00592	-0.00015	-0.05212	0.99860 
39.512	2015-01-01 00:03:23.900	-0.0010	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9711	-0.0165	179.3408	41.0100	0	-183	1	2047	2164	2039	2185	1	38961.31	0.00571	-0.00012	-0.05212	0.99860 
39.512	2015-01-01 00:03:24.000	0.0005	-0.1025	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.3628	41.0300	2	-183	-1	2043	2171	2039	2189	100002	110.70	0.00549	-0.00012	-0.05212	0.99860 
39.512	2015-01-01 00:03:24.100	0.0010	-0.1030	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.3463	41.0200	1	-183	1	2044	2168	2043	2176	100002	110.70	0.00565	-0.00012	-0.05212	0.99860 
39.512	2015-01-01 00:03:24.200	-0.0005	-0.1025	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.3573	41.0200	1	-177	1	2043	2171	2042	2181	1	38961.31	0.00555	-0.00012	-0.05212	0.99860 
39.512	2015-01-01 00:03:24.300	0.0010	-0.1040	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.3903	41.0400	0	-183	0	2045	2173	2045	2173	100002	110.70	0.00528	-0.00009	-0.05212	0.99860 
39.512	2015-01-01 00:03:24.400	0.0005	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.4287	41.0200	-1	-183	0	2044	2174	2037	2193	100002	110.70	0.00497	-0.00009	-0.05215	0.99860 
39.512	2015-01-01 00:03:24.500	0.0005	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.4562	41.0200	1	-179	-2	2045	2167	2048	2174	100002	110.70	0.00470	-0.00006	-0.05212	0.99863 
39.512	2015-01-01 00:03:24.600	-0.0005	-0.1040	0.9834	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.4342	41.0200	4	-181	-2	2043	2177	2039	2192	100002	110.70	0.00488	-0.00009	-0.05215	0.99863 
39.512	2015-01-01 00:03:24.700	0.0005	-0.1035	0.9810	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.4177	41.0100	4	-184	-4	2044	2168	2043	2176	100002	110.70	0.00504	-0.00009	-0.05212	0.99860 
39.512	2015-01-01 00:03:24.800	0.0010	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.4232	41.0100	4	-182	0	2044	2172	2041	2187	1	38961.31	0.00500	-0.00006	-0.05212	0.99860 
39.512	2015-01-01 00:03:24.900	0.0005	-0.1040	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.4287	41.0300	3	-179	0	2045	2173	2045	2183	100002	110.70	0.00497	-0.00006	-0.05215	0.99860 
39.512	2015-01-01 00:03:25.000	-0.0005	-0.1035	0.9834	0.0000	0.0000	0.0000	-5.9766	-0.0165	179.4067	41.0200	5	-181	-3	2042	2172	2038	2192	100002	110.70	0.00513	-0.00009	-0.05215	0.99860 
39.512	2015-01-01 00:03:25.100	0.0000	-0.1030	0.9834	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3958	41.0200	4	-183	0	2043	2174	2039	2186	1	38961.31	0.00522	-0.00009	-0.05215	0.99860 
39.512	2015-01-01 00:03:25.200	0.0005	-0.1025	0.9824	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3573	41.0300	2	-179	0	2042	2178	2039	2183	100002	110.70	0.00555	-0.00012	-0.05219	0.99860 
39.513	2015-01-01 00:03:25.300	0.0015	-0.1035	0.9834	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3848	41.0400	0	-179	-2	2043	2170	2041	2183	1	38961.31	0.00531	-0.00009	-0.05219	0.99860 
39.513	2015-01-01 00:03:25.400	0.0005	-0.1021	0.9824	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3848	41.0300	3	-183	0	2042	2172	2041	2185	100002	110.70	0.00531	-0.00009	-0.05219	0.99860 
39.513	2015-01-01 00:03:25.500	-0.0005	-0.1025	0.9800	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3628	41.0400	4	-180	0	2041	2179	2038	2200	100002	110.70	0.00549	-0.00012	-0.05219	0.99860 
39.513	2015-01-01 00:03:25.600	0.0000	-0.1016	0.9810	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3024	41.0200	5	-182	0	2042	2167	2038	2183	100002	110.70	0.00604	-0.00015	-0.05219	0.99860 
39.513	2015-01-01 00:03:25.700	0.0010	-0.1030	0.9829	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.2969	41.0200	0	-183	0	2042	2176	2039	2187	1	38961.31	0.00610	-0.00015	-0.05219	0.99860 
39.513	2015-01-01 00:03:25.800	0.0000	-0.1021	0.9829	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3134	41.0200	2	-180	-2	2043	2174	2039	2187	100002	110.70	0.00595	-0.00015	-0.05219	0.99860 
39.513	2015-01-01 00:03:25.900	-0.0010	-0.1025	0.9810	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.3188	41.0100	3	-179	0	2120	2099	2118	2150	1	38961.31	0.00592	-0.00015	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.000	0.0015	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3518	41.0200	0	-183	-1	2045	2175	2038	2195	100002	110.70	0.00565	-0.00015	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.100	-0.0005	-0.1035	0.9834	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3683	41.0200	5	-179	-1	2046	2171	2039	2192	1	38961.31	0.00549	-0.00015	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.200	0.0000	-0.1021	0.9849	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3408	41.0400	2	-182	3	2042	2173	2042	2182	1	38961.31	0.00574	-0.00018	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.300	0.0020	-0.1040	0.9814	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3408	41.0400	2	-181	0	2047	2166	2040	2188	1	38961.31	0.00571	-0.00015	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.400	0.0005	-0.1021	0.9844	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3353	41.0400	5	-182	-5	2067	2160	2042	2180	100002	110.70	0.00577	-0.00015	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.500	-0.0010	-0.1035	0.9819	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3134	41.0300	4	-183	-3	2043	2171	2034	2197	100002	110.70	0.00595	-0.00018	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.600	0.0005	-0.1040	0.9839	0.0000	0.0000	0.0000	-5.9766	-0.0110	179.3134	41.0500	1	-183	0	2045	2170	2040	2185	100002	110.70	0.00598	-0.00018	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.700	0.0000	-0.1030	0.9810	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.3243	41.0600	2	-182	-1	2044	2167	2036	2192	100002	110.70	0.00583	-0.00015	-0.05215	0.99860 
39.513	2015-01-01 00:03:26.800	0.0010	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.3353	41.0600	3	-180	0	2047	2167	2037	2193	100002	110.70	0.00577	-0.00015	-0.05219	0.99860 
39.513	2015-01-01 00:03:26.900	0.0010	-0.1011	0.9814	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.3298	41.0400	0	-183	-1	2045	2169	2039	2189	100002	110.70	0.00580	-0.00015	-0.05219	0.99860 
39.513	2015-01-01 00:03:27.000	-0.0005	-0.1025	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3353	41.0400	3	-183	-1	2045	2171	2036	2192	1	38961.31	0.00574	-0.00012	-0.05219	0.99860 
39.513	2015-01-01 00:03:27.100	-0.0015	-0.1035	0.9824	0.0000	0.0000	0.0000	-5.9821	-0.0165	179.3573	41.0300	1	-179	-1	2045	2171	2028	2211	100002	110.70	0.00558	-0.00012	-0.05215	0.99860 
39.513	2015-01-01 00:03:27.200	0.0000	-0.1040	0.9829	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.3738	41.0500	4	-180	1	2045	2161	2032	2197	1	38961.31	0.00540	-0.00012	-0.05219	0.99860 
39.513	2015-01-01 00:03:27.300	0.0000	-0.1021	0.9814	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.3903	41.0500	1	-179	-2	2047	2162	2027	2204	100002	110.70	0.00528	-0.00012	-0.05219	0.99860 
39.513	2015-01-01 00:03:27.400	0.0020	-0.1030	0.9805	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.3958	41.0400	1	-178	-3	2047	2159	2033	2193	100002	110.70	0.00522	-0.00012	-0.05219	0.99860 
39.513	2015-01-01 00:03:27.500	-0.0005	-0.1016	0.9819	0.0000	0.0000	0.0000	-5.9821	-0.0110	179.4342	41.0500	0	-182	-2	2046	2159	2032	2197	100002	110.70	0.00491	-0.00012	-0.05219	0.99860 
