StartTime: 2017-06-22 22:50:08.967
Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	q0	q1	q2	q3 
39.475	2015-01-01 00:01:55.700	0.0142	-0.1045	0.9839	0.0000	0.0000	0.0000	-6.0590	-0.8020	179.7583	40.6000	0	-182	4	2042	2178	2037	2190	1	38961.31	0.00241	0.00687	-0.05286	0.99857 
39.475	2015-01-01 00:01:55.800	0.0151	-0.1050	0.9814	0.0000	0.0000	0.0000	-6.0590	-0.8020	179.7693	40.6000	0	-183	3	2041	2177	2032	2205	1	38961.31	0.00235	0.00690	-0.05289	0.99857 
39.475	2015-01-01 00:01:55.900	0.0122	-0.1040	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7965	179.7858	40.6300	0	-183	2	2043	2170	2034	2200	1	38961.31	0.00220	0.00687	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.000	0.0137	-0.1045	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7965	179.7858	40.6000	0	-186	7	2042	2174	2027	2214	1	38961.31	0.00220	0.00687	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.100	0.0137	-0.1045	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7965	179.8077	40.6200	1	-183	5	2045	2169	2039	2186	1	38961.31	0.00198	0.00687	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.200	0.0137	-0.1040	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.8020	179.8297	40.6100	-1	-182	1	2042	2176	2033	2195	1	38961.31	0.00180	0.00690	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.300	0.0127	-0.1035	0.9810	0.0000	0.0000	0.0000	-6.0645	-0.7965	179.8517	40.6300	0	-184	4	2043	2171	2025	2213	1	38961.31	0.00162	0.00690	-0.05289	0.99857 
39.475	2015-01-01 00:01:56.400	0.0132	-0.1045	0.9819	0.0000	0.0000	0.0000	-6.0590	-0.7965	179.8187	40.6100	2	-184	0	2045	2168	2037	2200	1	38961.31	0.00189	0.00687	-0.05289	0.99857 
39.475	2015-01-01 00:01:56.500	0.0137	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7965	179.8462	40.6200	-4	-183	2	2043	2169	2029	2202	1	38961.31	0.00168	0.00687	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.600	0.0132	-0.1060	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7965	179.8737	40.6100	1	-185	3	2147	2022	2221	2043	1	38961.31	0.00140	0.00687	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.700	0.0146	-0.1045	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8572	40.6300	2	-184	2	2042	2173	2030	2197	1	38961.31	0.00159	0.00687	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.800	0.0127	-0.1045	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8462	40.6200	1	-183	1	2043	2173	2039	2191	1	38961.31	0.00168	0.00684	-0.05292	0.99857 
39.475	2015-01-01 00:01:56.900	0.0142	-0.1050	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8352	40.6000	3	-185	3	2040	2194	2041	2193	1	38961.31	0.00174	0.00684	-0.05292	0.99857 
39.475	2015-01-01 00:01:57.000	0.0132	-0.1040	0.9839	0.0000	0.0000	0.0000	-6.0645	-0.7965	179.8352	40.6300	-2	-179	5	2110	2127	2096	2159	1	38961.31	0.00177	0.00687	-0.05292	0.99857 
39.475	2015-01-01 00:01:57.100	0.0132	-0.1050	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8297	40.6200	3	-180	0	2041	2179	2039	2185	100002	110.70	0.00180	0.00684	-0.05292	0.99857 
39.475	2015-01-01 00:01:57.200	0.0151	-0.1040	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8077	40.6300	2	-187	2	2042	2177	2037	2190	1	38961.31	0.00201	0.00681	-0.05295	0.99857 
39.475	2015-01-01 00:01:57.300	0.0127	-0.1045	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8132	40.6500	0	-186	0	2044	2172	2035	2197	100002	110.70	0.00195	0.00684	-0.05292	0.99857 
39.475	2015-01-01 00:01:57.400	0.0137	-0.1045	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8297	40.6300	0	-183	1	2108	2089	2143	2099	1	38961.31	0.00180	0.00684	-0.05292	0.99857 
39.475	2015-01-01 00:01:57.500	0.0142	-0.1040	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8077	40.6400	0	-181	0	2046	2151	2076	2141	1	38961.31	0.00201	0.00684	-0.05292	0.99857 
39.475	2015-01-01 00:01:57.600	0.0137	-0.1050	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8132	40.6500	1	-181	1	2116	2058	2195	2051	100002	110.70	0.00192	0.00684	-0.05292	0.99857 
39.476	2015-01-01 00:01:57.700	0.0142	-0.1045	0.9834	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.7968	40.6500	3	-182	2	2045	2165	2029	2212	1	38961.31	0.00208	0.00684	-0.05292	0.99857 
39.476	2015-01-01 00:01:57.800	0.0132	-0.1040	0.9834	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8132	40.6400	0	-183	3	2045	2156	2027	2208	100002	110.70	0.00195	0.00684	-0.05292	0.99857 
39.476	2015-01-01 00:01:57.900	0.0137	-0.1040	0.9849	0.0000	0.0000	0.0000	-6.0645	-0.7910	179.8297	40.6500	0	-180	2	2168	2014	2222	2043	1	38961.31	0.00183	0.00681	-0.05292	0.99857 
39.476	2015-01-01 00:01:58.000	0.0127	-0.1035	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7855	179.8407	40.6400	1	-184	4	2135	2068	2140	2128	1	38961.31	0.00171	0.00681	-0.05292	0.99857 
39.476	2015-01-01 00:01:58.100	0.0137	-0.1064	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7855	179.8352	40.6400	-1	-182	2	2057	2145	2037	2186	100002	110.70	0.00174	0.00681	-0.05292	0.99857 
39.476	2015-01-01 00:01:58.200	0.0151	-0.1045	0.9834	0.0000	0.0000	0.0000	-6.0645	-0.7855	179.8462	40.6300	0	-179	6	2044	2167	2030	2193	1	38961.31	0.00168	0.00681	-0.05292	0.99857 
39.476	2015-01-01 00:01:58.300	0.0132	-0.1040	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7855	179.8572	40.6300	0	-181	3	2045	2173	2041	2183	1	38961.31	0.00156	0.00681	-0.05292	0.99857 
39.476	2015-01-01 00:01:58.400	0.0132	-0.1040	0.9810	0.0000	0.0000	0.0000	-6.0645	-0.7855	179.9011	40.6600	0	-183	3	2041	2179	2039	2188	1	38961.31	0.00119	0.00681	-0.05289	0.99857 
39.476	2015-01-01 00:01:58.500	0.0132	-0.1060	0.9810	0.0000	0.0000	0.0000	-6.0645	-0.7855	179.9121	40.6600	0	-185	0	2045	2169	2044	2180	1	38961.31	0.00110	0.00681	-0.05289	0.99857 
39.476	2015-01-01 00:01:58.600	0.0137	-0.1040	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.9011	40.6500	2	-182	2	2044	2172	2038	2188	100002	110.70	0.00116	0.00677	-0.05289	0.99857 
39.476	2015-01-01 00:01:58.700	0.0127	-0.1035	0.9795	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.8846	40.6500	-1	-185	3	2045	2170	2042	2190	100002	110.70	0.00134	0.00674	-0.05292	0.99857 
39.476	2015-01-01 00:01:58.800	0.0137	-0.1050	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.8901	40.6400	2	-183	4	2046	2166	2043	2185	1	38961.31	0.00128	0.00674	-0.05292	0.99857 
39.476	2015-01-01 00:01:58.900	0.0132	-0.1035	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.8682	40.6600	1	-184	4	2047	2165	2045	2178	1	38961.31	0.00150	0.00674	-0.05292	0.99857 
39.476	2015-01-01 00:01:59.000	0.0137	-0.1045	0.9834	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.8737	40.6600	-1	-178	4	2046	2167	2037	2187	1	38961.31	0.00143	0.00674	-0.05292	0.99857 
39.476	2015-01-01 00:01:59.100	0.0142	-0.1045	0.9839	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.8682	40.6700	1	-186	4	2045	2170	2038	2184	1	38961.31	0.00150	0.00674	-0.05289	0.99857 
39.476	2015-01-01 00:01:59.200	0.0137	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.8297	40.6600	3	-182	0	2045	2165	2034	2179	100002	110.70	0.00180	0.00671	-0.05292	0.99857 
39.476	2015-01-01 00:01:59.300	0.0137	-0.1025	0.9858	0.0000	0.0000	0.0000	-6.0645	-0.7800	179.8352	40.6800	1	-183	0	2047	2156	2035	2172	100002	110.70	0.00177	0.00671	-0.05292	0.99857 
39.476	2015-01-01 00:01:59.400	0.0122	-0.1035	0.9849	0.0000	0.0000	0.0000	-6.0590	-0.7800	179.8132	40.6800	3	-182	5	2046	2158	2032	2185	1	38961.31	0.00195	0.00668	-0.05289	0.99857 
39.476	2015-01-01 00:01:59.500	0.0127	-0.1060	0.9819	0.0000	0.0000	0.0000	-6.0590	-0.7745	179.7858	40.6800	2	-182	3	2048	2153	2036	2193	1	38961.31	0.00220	0.00665	-0.05289	0.99857 
39.476	2015-01-01 00:01:59.600	0.0132	-0.1055	0.9844	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.7748	40.6900	-1	-186	4	2046	2163	2032	2198	1	38961.31	0.00229	0.00665	-0.05292	0.99857 
39.476	2015-01-01 00:01:59.700	0.0132	-0.1030	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.8022	40.6900	0	-183	0	2049	2168	2046	2173	100002	110.70	0.00208	0.00665	-0.05292	0.99857 
39.476	2015-01-01 00:01:59.800	0.0132	-0.1045	0.9814	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.8077	40.6800	1	-180	1	2044	2174	2037	2195	1	38961.31	0.00201	0.00665	-0.05292	0.99857 
39.476	2015-01-01 00:01:59.900	0.0132	-0.1050	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.8022	40.7000	3	-180	1	2041	2175	2037	2187	1	38961.31	0.00204	0.00665	-0.05289	0.99857 
39.477	2015-01-01 00:02:0.000	0.0132	-0.1050	0.9810	0.0000	0.0000	0.0000	-6.0590	-0.7745	179.7528	40.6900	3	-180	2	2044	2172	2041	2181	100002	110.70	0.00244	0.00662	-0.05289	0.99857 
39.477	2015-01-01 00:02:0.100	0.0142	-0.1035	0.9814	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.7583	40.6900	1	-183	4	2042	2176	2040	2193	1	38961.31	0.00241	0.00665	-0.05289	0.99857 
39.477	2015-01-01 00:02:0.200	0.0127	-0.1045	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.7583	40.6800	2	-180	3	2043	2167	2038	2175	100002	110.70	0.00241	0.00665	-0.05289	0.99857 
39.477	2015-01-01 00:02:0.300	0.0142	-0.1040	0.9810	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.7638	40.6600	1	-184	1	2048	2165	2039	2181	100002	110.70	0.00241	0.00665	-0.05292	0.99857 
39.477	2015-01-01 00:02:0.400	0.0132	-0.1035	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.7308	40.6600	2	-183	-1	2063	2125	2115	2104	100002	110.70	0.00266	0.00662	-0.05292	0.99857 
39.477	2015-01-01 00:02:0.500	0.0137	-0.1040	0.9834	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.7473	40.6900	0	-185	3	2047	2165	2044	2173	100002	110.70	0.00253	0.00662	-0.05289	0.99857 
39.477	2015-01-01 00:02:0.600	0.0137	-0.1040	0.9810	0.0000	0.0000	0.0000	-6.0645	-0.7745	179.7638	40.6700	-1	-185	1	2047	2172	2031	2199	1	38961.31	0.00238	0.00662	-0.05289	0.99857 
39.477	2015-01-01 00:02:0.700	0.0146	-0.1035	0.9834	0.0000	0.0000	0.0000	-6.0645	-0.7690	179.7803	40.6800	1	-182	3	2046	2160	2040	2181	100002	110.70	0.00223	0.00662	-0.05292	0.99857 
39.477	2015-01-01 00:02:0.800	0.0132	-0.1040	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7690	179.7858	40.6900	2	-182	2	2126	2092	2090	2168	100002	110.70	0.00217	0.00662	-0.05289	0.99857 
39.477	2015-01-01 00:02:0.900	0.0132	-0.1055	0.9829	0.0000	0.0000	0.0000	-6.0645	-0.7690	179.7693	40.6900	1	-179	2	2061	2162	2034	2181	100002	110.70	0.00235	0.00662	-0.05289	0.99857 
39.477	2015-01-01 00:02:1.000	0.0142	-0.1055	0.9819	0.0000	0.0000	0.0000	-6.0645	-0.7690	179.7858	40.7200	0	-181	1	2047	2155	2032	2192	1	38961.31	0.00220	0.00662	-0.05289	0.99857 
39.477	2015-01-01 00:02:1.100	0.0137	-0.1050	0.9810	0.0000	0.0000	0.0000	-6.0590	-0.7690	179.8077	40.6900	1	-184	1	2047	2167	2030	2197	1	38961.31	0.00201	0.00665	-0.05289	0.99857 
39.477	2015-01-01 00:02:1.200	0.0132	-0.1040	0.9824	0.0000	0.0000	0.0000	-6.0645	-0.7690	179.7968	40.6900	1	-185	3	2131	2094	2104	2161	1	38961.31	0.00208	0.00662	-0.05292	0.99857 
39.477	2015-01-01 00:02:1.300	0.0122	-0.1040	0.9834	0.0000	0.0000	0.0000	-6.0590	-0.7690	179.8187	40.6900	-2	-184	1	2043	2175	2037	2192	1	38961.31	0.00189	0.00662	-0.05289	0.99857 
39.477	2015-01-01 00:02:1.400	0.0142	-0.1060	0.9824	0.0000	0.0000	0.0000	-6.0590	-0.7690	179.8737	40.6900	-2	-181	1	2042	2179	2040	2178	1	38961.31	0.00140	0.00665	-0.05289	0.99857 
39.477	2015-01-01 00:02:1.500	0.0142	-0.1040	0.9814	0.0000	0.0000	0.0000	-6.0645	-0.7690	179.8901	40.7100	0	-181	-1	2044	2171	2041	2183	100002	110.70	0.00128	0.00665	-0.05289	0.99857 
39.477	2015-01-01 00:02:1.600	0.0132	-0.1035	0.9844	0.0000	0.0000	0.0000	-6.0645	-0.7690	179.8462	40.7000	4	-183	5	2044	2173	2039	2187	1	38961.31	0.00168	0.00665	-0.05292	0.99857 
